region,district,ward,latitude,longitude,onsite_offsite,bank_type,bank_name,bank_name_short,yr_operation_started,number_atms,services_deposits,services_withdrawls,services_bill_payment,services_buy_airtime,other_services,visa_mastercard,umoja_nmb
Dar es Salaam,Ilala,Kivukoni,-6.81793,39.28885,On-site,UMOJA SWITCH ATM,Tanzania Women Bank,Tanzania Womans,03/01/2010,1,,Yes,Yes,Yes,,,Umoja Switch 
Dar es Salaam,Kinondoni,Manzese,-6.79885,39.2321,On-site,UMOJA SWITCH ATM,Advans Bank (Tanzania) Limited,Advans,12/10/2011,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Temeke,Mbagala,-6.91655,39.27063,On-site,UMOJA SWITCH ATM,Akiba Commercial Bank Limited,Akiba,12/05/2010,1,,Yes,,,,,Umoja Switch 
Tabora,Tabora Urban,Kanyenye,-5.0235,32.8091,On-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,16/06/2004,1,,Yes,Yes,Yes,,,Umoja Switch 
Mbeya,Mbozi,Tunduma,-9.30638,32.7636,On-site,Commercial Bank ATM,Bank of Africa (Tanzania) Limited,BoA,17/02/2011,1,,Yes,,,,,Umoja Switch 
Kilimanjaro,Mwanga,Mwanga,-3.65695,37.59065,On-site,Community Bank ATM,Mwanga Community Bank Ltd,Mwanga Community,02/10/1999,2,Yes,Yes,Yes,Yes,,Both, 
Dar es Salaam,Temeke,Chang'ombe,-6.83961,39.25594,On-site,Commercial Bank ATM,Equity bank (Tanzania) Limited,Equity,21/06/2010,2,,Yes,,,,Both, 
Zanzibar,Zanzibar,Fumba,-6.15736,39.19425,On-site,Commercial Bank ATM,KCB Bank (Tanzania) Limited,KCB,28/07/2011,2,,Yes,,,,Both, 
Dar es Salaam,Temeke,Kurasini,-6.8529,39.28289,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,27/02/2011,2,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Magomeni,-6.82206,39.28468,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,26/06/2008,4,,Yes,,,,Both,NMB Bank Card
Zanzibar,Zanzibar,Mwera,-6.15913,39.19504,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,30/09/2009,2,,Yes,,,,Both,NMB Bank Card
Zanzibar,Zanzibar,Mbuzini,-6.19663,39.21158,On-site,UMOJA SWITCH ATM,Peoples' Bank of Zanzibar Limited,Peoples' of Zanzibar,01/07/2011,1,,Yes,,,,Both, 
Zanzibar,Zanzibar,Welezo,-6.17144,39.19849,On-site,UMOJA SWITCH ATM,Peoples' Bank of Zanzibar Limited,Peoples' of Zanzibar,14/01/2012,1,,Yes,,,,Both, 
Zanzibar,Zanzibar,Bububu,-6.15905,39.19931,On-site,UMOJA SWITCH ATM,Peoples' Bank of Zanzibar Limited,Peoples' of Zanzibar,11/08/2011,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Chang'ombe,-6.844,39.27274,On-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,24/04/2010,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Chang'ombe,-6.83689,39.25881,On-site,Commercial Bank ATM,Barclays Bank (Tanzania) Limited,Barclays,20/06/2011,1,,Yes,,,,Both, 
Iringa,Iringa Urban,Gangilonga,-7.77673,35.69857,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,17/07/2011,5,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Temeke,Miburani,-6.8632,39.26332,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,04/10/1998,3,,Yes,,,,Both,NMB Bank Card
Manyara,Kiteto,Kibaya,-5.3163,36.56743,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,25/10/1997,2,,Yes,,Yes,,Both,NMB Bank Card
Manyara,Hanang,Katesh,-4.5228,35.37693,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,24/07/1996,2,,Yes,,,,Both,NMB Bank Card
Manyara,Mbulu,Mbulu Mjini,-3.85651,35.54203,On-site,Community Bank ATM,National Microfinance Bank Plc,NMB,01/10/1997,2,,Yes,,,,Both,NMB Bank Card
Ruvuma,Songea Urban,Songea Mjini,-10.67882,35.64729,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,07/09/2011,2,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Msasani,-6.76933,39.26279,Off-site,Commercial Bank ATM,Standard Chartered Bank (Tanzania) Limited,Standard Chartered,09/02/1985,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mikocheni,-6.75639,39.24821,Off-site,Commercial Bank ATM,Standard Chartered Bank (Tanzania) Limited,Standard Chartered,31/01/2014,1,,Yes,,,,VISA, 
Dar es Salaam,Kinondoni,Mbezi,-6.72317,39.23039,Off-site,Commercial Bank ATM,Standard Chartered Bank (Tanzania) Limited,Standard Chartered,14/05/2013,1,,Yes,,,,VISA, 
Arusha,Arusha,Levolosi,-3.37559,36.67941,Off-site,Commercial Bank ATM,Standard Chartered Bank (Tanzania) Limited,Standard Chartered,26/12/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Msasani,-6.74005,39.28389,Off-site,Commercial Bank ATM,Standard Chartered Bank (Tanzania) Limited,Standard Chartered,28/11/2008,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Tandale,-6.79629,39.23697,Off-site,UMOJA SWITCH ATM,Umoja Switch ATM,Umoja Switch ATM,10/10/2010,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Mbezi,-6.71422,39.21092,Off-site,UMOJA SWITCH ATM,United Bank for Africa (Tanzania) Limited,United for Africa,10/10/2011,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Kinondoni,-6.7911,39.2637,Off-site,Commercial Bank ATM,Akiba Commercial Bank Limited,Akiba,16/02/2011,1,,Yes,,,,Mastercard, 
Dar es Salaam,Temeke,Chang'ombe,-6.8407,39.2558,Off-site,Commercial Bank ATM,Barclays Bank (Tanzania) Limited,Barclays,22/05/2012,1,,Yes,,,,Both, 
Kagera,Muleba,Muleba,-1.84925,31.65101,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,20/11/2013,1,,Yes,,,,Both, 
Mbeya,Mbozi,Mlowo,-9.01603,33.00345,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,20/06/2013,1,,Yes,,,,Both, 
Dodoma,Dodoma Urban,Makole,-6.17842,35.75826,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,20/03/2010,1,,Yes,,,,Both, 
Mwanza,Nyamagana,Nyamagana,-2.51854,32.90073,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,01/01/2009,2,,Yes,,,,Both, 
Kagera,Bukoba Urban,Birere,-1.33022,31.80817,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,29/01/2014,2,,Yes,,,,Both, 
Dar es Salaam,Temeke,Chang'ombe,-6.84074,39.25588,Off-site,Commercial Bank ATM,I & M Bank (Tanzania) Limited,I & M,23/07/2012,1,,Yes,,,,Both, 
Mbeya,Mbozi,Vwawa,-9.11074,32.9319,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,17/02/2014,1,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Kawe,-6.77251,39.18931,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,09/02/2010,1,,Yes,,,,Both,NMB Bank Card
Mwanza,Nyamagana,Nyamagana,-2.60128,32.89985,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,02/01/2010,2,,Yes,,,,VISA,NMB Bank Card
Dar es Salaam,Kinondoni,Makuburi,-6.80513,39.20775,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,17/02/2009,1,,Yes,,,,,Umoja Switch 
Dodoma,Dodoma Urban,Makole,-6.18109,35.75648,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,17/05/2007,2,,Yes,,,,Both, 
Mwanza,Nyamagana,Nyamagana,-2.60124,32.89951,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,01/01/2010,1,,Yes,,,,Both, 
Kagera,Bukoba Urban,Birere,-1.33071,31.81229,On-site,Commercial Bank ATM,NBC Bank Limited,NBC,16/11/1991,2,,Yes,,,,Both, 
Kagera,Biharamulo,Biharamulo Mjini,-2.63275,31.30886,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,28/03/1997,2,,Yes,,,,,NMB Bank Card
Kagera,Bukoba Urban,Birere,-1.33137,31.80956,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,25/08/1990,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Temeke,Chang'ombe,-6.83964,39.25567,Off-site,Commercial Bank ATM,Tanzania Womens Bank,Tanzania Womans,18/08/2011,1,,Yes,,,,,Umoja Switch 
Mwanza,Nyamagana,Nyamagana,-2.5165,32.90127,On-site,UMOJA SWITCH ATM,Azania Bank Limited,Azania,01/01/2010,1,Yes,,,,,Mastercard, 
Mbeya,Mbeya Urban,Ruanda,-8.91147,33.45711,On-site,UMOJA SWITCH ATM,Bank of Africa (Tanzania) Limited,BoA,15/07/2010,1,,Yes,Yes,Yes,,Both, 
Mbeya,Mbozi,Tunduma,-9.31248,32.7647,On-site,Commercial Bank ATM,Commercial Bank of Africa (Tanzania) Limited,CBA,20/05/2012,1,,Yes,,,,VISA, 
Lindi,Lindi Urban,Ndoro,-9.99658,39.71271,On-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,07/05/2000,2,Yes,Yes,,Yes,,Both, 
Dar es Salaam,Kinondoni,Makuburi,-6.80522,39.2082,On-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,17/02/2007,1,,Yes,,,,VISA, 
Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.66985,33.42378,On-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,22/09/1989,2,Yes,Yes,,,,Both, 
Mwanza,Nyamagana,Nyamagana,-2.52161,32.89978,On-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,01/01/2009,3,Yes,,,,,Mastercard, 
Mara,Musoma Urban,Mukendo,-1.49453,33.80735,On-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,15/01/2013,1,,Yes,,,,VISA, 
Dar es Salaam,Kinondoni,Kinondoni,-6.78388,39.26422,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,12/02/2003,1,,Yes,,,,VISA,NMB Bank Card
Kagera,Biharamulo,Biharamulo Mjini,-2.63353,31.30964,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,26/03/1997,2,Yes,,,,,Both,NMB Bank Card
