region,district,ward,latitude,longitude,agent_name,standalone_agent,other_activities,trading_hours,provider_selcom,selcom_deposits_per_week,selcom_withdrawls_per_week,selcom_num_tills,selcom_training,selcom_training_type,selcom_tariff_guide,selcom_guidance_service_use,provider_maxmalipo,maxmalipo_deposits_per_week,maxmalipo_withdrawls_per_week,maxmalipo_num_tills,maxmalipo_training,maxmalipo_training_type,maxmalipo_tariff_guide,maxmalipo_guidance_service_use,provider_buttonpay,buttonpay_deposits_per_week,buttonpay_withdrawls_per_week,buttonpay_num_tills,buttonpay_training,buttonpay_training_type,buttonpay_tariff_guide,buttonpay_guidance_service_use,bank_local_services,ShoppingCentres_local_services,GeneralDealer_local_services,Caf__local_services,Salon_local_services,Pharmacy_local_services,Bar_local_services,Trader_local_services,ElectronicShop_local_services,BureaudeExchange_local_services,Hotel_local_services,CellularShop_local_services,GroceryStore_local_services,Restaurant_local_services,Other_local_services,Other_local_services_detail,services_utility_payments,services_tax_payments,services_MMT_transfer,services_airtime_purchase,Other than those listed above are there any other services provided?,Please indicate,branding_but__service,Please select,branding_but_no_service_MaxMalipo,branding_but_no_service_Selcom,branding_but_no_service_ButtonPay,branding_but_no_service_other,branding_but_no_service_other_detail
Morogoro,Morogoro Urban,Mafiga,-6.83042,37.65593,Stella Grocery,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,5,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Stationary Shop,Yes,,,Yes,,,,,,,,,
Arusha,Arusha,Kaloleni,-3.36846,36.68688,Morios Choice,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,No,Yes,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Iringa,Njombe,Luduga,-8.92193,33.4275,Steven Kiliman,Conduct other business,Grocery store,8 hours,,,,,,,,,Yes,0,0,0,No,,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.9049,39.26971,Thx Mom Ramjane Min Supemarket,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,Yes,Yes,Stationary Shop,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.90541,39.26828,Morsons Investment,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,Yes,Yes,,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.83591,39.20346,Moses,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,
Morogoro,Kilosa,Mikumi,-7.40061,36.98974,Tulizo Raphael Chawe,Conduct other business,Grocery store,12 hours,Yes,13,24,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Upanga West,-6.80333,39.28749,Upanga Grocery,Conduct other business,Grocery store,10 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.89859,39.23461,Moses David Msuya,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.79872,39.20624,Upendo,Conduct other business,Grocery store,12 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.79163,39.19434,Vanesa Shop,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,5,15,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Manzese,-6.80036,39.23,Moses Masanga Shop,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Formal classroom training,No,No,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Manzese,-6.79879,39.22959,Moses Shop,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.75709,39.2013,Moses Shop,Stand Alone Agent,,12 hours,Yes,1,38,3,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mabibo,-6.80472,39.20952,Moses Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kigogo,-6.82487,39.23382,Moses Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,56,56,1,No,,No,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Arusha,Arusha,Kimandolu,-3.3667,36.72546,Victory Min Supermarket,Conduct other business,Grocery Store,12 hours,,,,,,,,,Yes,35,0,0,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Petrol Station,Yes,,,Yes,,,,,,,,,
Arusha,Arusha,Kimandolu,-3.39063,36.73395,World Garden,Conduct other business,Grocery Store,12 hours,,,,,,,,,Yes,15,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,Yes,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kijitonyama,-6.78071,39.24057,Mosha Investment,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,20,14,1,Yes,Training from other rep,Yes,Yes,,Yes,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,
Arusha,Arumeru,Moshono,-3.39095,36.73431,World Garden Min Supermarket,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,
Tabora,Tabora Urban,Chemchem,-5.02742,32.79273,Yasin Shop,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kijitonyama,-6.76822,39.22839,Mosha Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,
Kilimanjaro,Moshi Urban,Karanga,-3.3455,37.31869,Moshi Computer,Stand Alone Agent,,10 hours,,,,,,,,,Yes,12,16,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kipawa,-6.85296,39.20874,Zakhia Mini Super Market,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Vijibweni,-6.86373,39.32034,Ally Hard Ware,Conduct other business,Hardware Store,12 hours,Yes,0,80,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Kilimanjaro,Hai,Siha Kati,-3.18629,37.06958,Moshi Suleiman,Stand Alone Agent,,10 hours,,,,,,,,,Yes,10,5,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Arusha,Arusha,Kimandolu,-3.38485,36.72352,Moshono Super Markert,Stand Alone Agent,,12 hours,Yes,23,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kibamba,-6.79647,39.0735,Mosi Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,12,12,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Msasani,-6.76884,39.26564,Alrihamra Mwiteni,Conduct other business,Hardware Store,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Ilala,Kitunda,-6.91921,39.18639,Anna,Conduct other business,Hardware Store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Goba,-6.70611,39.17793,Aquinata S Shop,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,,,,Yes,Duka,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mbezi,-6.72717,39.21963,Mother Land,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Temeke,-6.86737,39.27119,Ayoub Mohamed,Conduct other business,Hardware Store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Kichangani,-6.81483,37.67829,Deogratius Temu,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kunduchi,-6.6655,39.1901,Digital Hardware,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Butcher,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kibamba,-6.7958,39.07268,Moud Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,30,30,1,No,,No,Yes,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.79754,39.1657,Moudy Shop,Stand Alone Agent,,12 hours,Yes,26,26,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Hananasif,-6.79933,39.26681,Esay Company,Conduct other business,Hardware Store,12 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,Yes,No,No,
Dar es Salaam,Ilala,Tabata,-6.84271,39.18523,Ester Hardware,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kitunda,-6.91542,39.21541,Farniture,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Sales of Cement,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Keko,-6.84312,39.2708,Mpare Kiosk,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,Yes,Yes,,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,,,
Kilimanjaro,Mwanga,Mwanga,-3.65616,37.58846,Mparee Shop,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.83705,39.19773,Mpaso Investment,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kigamboni,-6.83309,39.34338,Gamal Mongi,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.78084,39.20116,Mpenda Shop,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Tabora,Urambo,Urambo,-5.06853,32.07092,Mpenda Shop,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kigamboni,-6.82527,39.31018,Mpesa Shop,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Buguruni,-6.82973,39.25195,Hafidh Ahmad Kinega,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,Petrol Station,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kunduchi,-6.68827,39.20096,Half London,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.76982,39.19595,Mputu Shop,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,,,,,,,,,,
Shinyanga,Kahama,Bugarama,-3.27013,32.42537,Mpuya Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91166,39.27658,Hazimwi Shop,Conduct other business,Hardware Store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Hardware Shop,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.77452,39.22162,Mpwampwa Shop,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Manzese,-6.80332,39.23593,Jitihada Shop,Conduct other business,Hardware Store,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,No,Yes,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mwananyamala,-6.78794,39.24759,Mr Ambwene,Stand Alone Agent,,12 hours,Yes,38,17,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,Yes,No,No,
Dar es Salaam,Temeke,Mtoni,-6.88802,39.28078,Mr Halima,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Furniture sales,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Manzese,-6.79861,39.23548,Mr Jumbe Com,Stand Alone Agent,,12 hours,Yes,20,25,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mikocheni,-6.76626,39.25691,Mr Masawe,Stand Alone Agent,,12 hours,Yes,30,20,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kibada,-6.87829,39.34208,Mr Oryx,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Hananasif,-6.79926,39.26587,Mr Salehe,Stand Alone Agent,,12 hours,Yes,30,25,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,Yes,No,No,
Dar es Salaam,Kinondoni,Mikocheni,-6.76635,39.25721,Mr Salu Shop,Stand Alone Agent,,12 hours,Yes,25,30,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,Yes,No,No,
Dar es Salaam,Kinondoni,Kimara,-6.78606,39.16596,Mr Shaban,Stand Alone Agent,,12 hours,Yes,30,25,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kinondoni,-6.77753,39.26667,Mr Shayo,Stand Alone Agent,,12 hours,,,,,,,,,Yes,20,10,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,No,No,No,
Arusha,Arumeru,Maji ya Chai,-3.36945,36.88824,Mr. Complex Shop,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,30,0,0,Yes,Training from other rep,No,Yes,,,,,Yes,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Iringa,Njombe,Njombe Mjini,-9.37211,34.79973,Joseph Shirima,Conduct other business,Hardware Store,10 hours,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mtoni,-6.86813,39.27683,Mrema Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Kilimanjaro,Moshi Urban,Majengo,-3.34586,37.35369,Mrine Shop,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,
Mbeya,Mbeya Urban,Iyela,-8.91928,33.45568,Kalas Hadware,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,20,20,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kunduchi,-6.66905,39.19034,Kanga Shop,Conduct other business,Hardware Store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Stationary Shop,Yes,Yes,,Yes,,,,,,,,,
Mwanza,Nyamagana,Mkuyuni,-2.55936,32.91275,Key Cutting Shop,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,15,15,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Toangoma,-6.95449,39.28288,Kongowe Hardware,Conduct other business,Hardware Store,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Petrol Station,Yes,,,Yes,,,,,,,,,
Tanga,Handeni,Chanika,-5.42094,38.02735,Makundi Shop,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.90665,39.26411,Mrs Ngailo,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Hardware Shop,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91521,39.26211,Masha Shop,Conduct other business,Hardware Store,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,
Dar es Salaam,Kinondoni,Kinondoni,-6.79202,39.25601,Ms Saloon,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Kinondoni,Goba,-6.65931,39.18141,Maya Shop,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Hananasif,-6.79107,39.26932,Msae Shop,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,20,20,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,No,Yes,No,
Kilimanjaro,Siha,Nasai,-3.33075,37.14972,Meela Hardware,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,50,22,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mtoni,-6.88613,39.27411,Messon Company Ltd,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,Market,Yes,Yes,,Yes,,,,,,,,,
Dodoma,Mpwapwa,Kibakwe,-6.71248,36.37302,Michael Hardware,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,50,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,Yes,,,Yes,,Yes,,,,,,,,Yes,Duka,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.83032,39.23096,Msafiri Myema,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,Yes,Yes,,,,,,,,,
Kilimanjaro,Siha,Nasai,-3.18915,37.07821,Mkomilo Hardware,Conduct other business,Hardware Store,12 hours,,,,,,,,,Yes,4,8,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.79173,39.21459,Moshi Shop,Conduct other business,Hardware Store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,No,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Buguruni,-6.83691,39.2479,Mwinyi Shop,Conduct other business,Hardware Store,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Tandale,-6.79201,39.24566,Msalika,Stand Alone Agent,,12 hours,Yes,30,40,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,Yes,No,No,
Pwani,Kibaha,Kibaha,-6.7307,38.8475,Msaluka,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,No,Yes,No,No,
Dar es Salaam,Ilala,Vingunguti,-6.84637,39.2261,Msangi,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.89539,39.16728,Rukia Kassim,Conduct other business,Hardware Store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.76892,39.19677,Msangi Shop,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.84428,39.16177,Saadas Hardware,Conduct other business,Hardware Store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Gerezani,-6.82456,39.27805,Salum Yusuph,Conduct other business,Hardware Store,10 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,,,
Pwani,Bagamoyo,Kiromo,-6.58085,39.0317,Soap Hardware And Vibrated Blocks,Conduct other business,Hardware Store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,
